trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
78014_04_125_38104,09:28:00,09:28:00,000000007100001,37,,3,3,,
78014_04_125_38104,09:29:00,09:29:00,000000010700001,38,,3,3,,
78014_04_125_38104,09:30:00,09:30:00,000000043400001,39,,3,3,,
78014_04_125_38104,09:31:00,09:31:00,000000037800001,40,,3,3,,
78014_04_125_38104,09:32:00,09:32:00,000000007800001,41,,3,3,,
78014_04_125_38104,09:33:00,09:33:00,000000040100001,42,,3,3,,
78014_04_125_38104,09:35:00,09:35:00,000000040000001,43,,3,3,,
78014_04_125_38104,09:36:00,09:36:00,000000020700001,44,,3,3,,
78014_04_125_38104,09:37:00,09:37:00,000000046700001,45,,3,3,,
78014_04_125_38104,09:38:00,09:38:00,000000044700001,46,,3,3,,
78014_04_125_38104,09:40:00,09:40:00,000000000600003,47,,3,3,,
78014_01_129_38105,09:41:00,09:41:00,000000051600003,12,,0,0,,
78014_01_129_38105,09:43:00,09:43:00,000000007100001,13,,3,3,,
78014_01_129_38105,09:44:00,09:44:00,000000010700001,14,,3,3,,
78014_01_129_38105,09:45:00,09:45:00,000000043400001,15,,3,3,,
78014_01_129_38105,09:46:00,09:46:00,000000037800001,16,,3,3,,
78014_01_129_38105,09:47:00,09:47:00,000000007800001,17,,3,3,,
78014_01_129_38105,09:48:00,09:48:00,000000040100001,18,,3,3,,
78014_01_129_38105,09:50:00,09:50:00,000000040000001,19,,3,3,,
78014_01_129_38105,09:51:00,09:51:00,000000020700001,20,,3,3,,
78014_01_129_38105,09:52:00,09:52:00,000000046700001,21,,3,3,,
78014_01_129_38105,09:53:00,09:53:00,000000044700001,22,,3,3,,
78014_01_129_38105,09:55:00,09:55:00,000000000600003,23,,3,3,,
78014_05_133_38106,09:56:00,09:56:00,000000051600003,36,,0,0,,
78014_05_133_38106,09:58:00,09:58:00,000000007100001,37,,3,3,,
78014_05_133_38106,09:59:00,09:59:00,000000010700001,38,,3,3,,
78014_05_133_38106,10:00:00,10:00:00,000000043400001,39,,3,3,,
78014_05_133_38106,10:01:00,10:01:00,000000037800001,40,,3,3,,
78014_05_133_38106,10:02:00,10:02:00,000000007800001,41,,3,3,,
78014_05_133_38106,10:03:00,10:03:00,000000040100001,42,,3,3,,
78014_05_133_38106,10:05:00,10:05:00,000000040000001,43,,3,3,,
78014_05_133_38106,10:06:00,10:06:00,000000020700001,44,,3,3,,
78014_05_133_38106,10:07:00,10:07:00,000000046700001,45,,3,3,,
78014_05_133_38106,10:08:00,10:08:00,000000044700001,46,,3,3,,
78014_05_133_38106,10:10:00,10:10:00,000000000600003,47,,3,3,,
78014_02_137_38107,10:11:00,10:11:00,000000051600003,12,,0,0,,
78014_02_137_38107,10:13:00,10:13:00,000000007100001,13,,3,3,,
78014_02_137_38107,10:14:00,10:14:00,000000010700001,14,,3,3,,
78014_02_137_38107,10:15:00,10:15:00,000000043400001,15,,3,3,,
78014_02_137_38107,10:16:00,10:16:00,000000037800001,16,,3,3,,
78014_02_137_38107,10:17:00,10:17:00,000000007800001,17,,3,3,,
78014_02_137_38107,10:18:00,10:18:00,000000040100001,18,,3,3,,
78014_02_137_38107,10:20:00,10:20:00,000000040000001,19,,3,3,,
78014_02_137_38107,10:21:00,10:21:00,000000020700001,20,,3,3,,
78014_02_137_38107,10:22:00,10:22:00,000000046700001,21,,3,3,,
78014_02_137_38107,10:23:00,10:23:00,000000044700001,22,,3,3,,
78014_02_137_38107,10:25:00,10:25:00,000000000600003,23,,3,3,,
78014_01_141_38108,10:26:00,10:26:00,000000051600003,36,,0,0,,
78014_01_141_38108,10:28:00,10:28:00,000000007100001,37,,3,3,,
78014_01_141_38108,10:29:00,10:29:00,000000010700001,38,,3,3,,
78014_01_141_38108,10:30:00,10:30:00,000000043400001,39,,3,3,,
78014_01_141_38108,10:31:00,10:31:00,000000037800001,40,,3,3,,
78014_01_141_38108,10:32:00,10:32:00,000000007800001,41,,3,3,,
78014_01_141_38108,10:33:00,10:33:00,000000040100001,42,,3,3,,
78014_01_141_38108,10:35:00,10:35:00,000000040000001,43,,3,3,,
78014_01_141_38108,10:36:00,10:36:00,000000020700001,44,,3,3,,
78014_01_141_38108,10:37:00,10:37:00,000000046700001,45,,3,3,,
78014_01_141_38108,10:38:00,10:38:00,000000044700001,46,,3,3,,
78014_01_141_38108,10:40:00,10:40:00,000000000600003,47,,3,3,,
78014_03_145_38109,10:41:00,10:41:00,000000051600003,12,,0,0,,
78014_03_145_38109,10:43:00,10:43:00,000000007100001,13,,3,3,,
78014_03_145_38109,10:44:00,10:44:00,000000010700001,14,,3,3,,
78014_03_145_38109,10:45:00,10:45:00,000000043400001,15,,3,3,,
78014_03_145_38109,10:46:00,10:46:00,000000037800001,16,,3,3,,
78014_03_145_38109,10:47:00,10:47:00,000000007800001,17,,3,3,,
78014_03_145_38109,10:48:00,10:48:00,000000040100001,18,,3,3,,
78014_03_145_38109,10:50:00,10:50:00,000000040000001,19,,3,3,,
78014_03_145_38109,10:51:00,10:51:00,000000020700001,20,,3,3,,
78014_03_145_38109,10:52:00,10:52:00,000000046700001,21,,3,3,,
78014_03_145_38109,10:53:00,10:53:00,000000044700001,22,,3,3,,
78014_03_145_38109,10:55:00,10:55:00,000000000600003,23,,3,3,,
78014_02_149_38110,10:56:00,10:56:00,000000051600003,36,,0,0,,
78014_02_149_38110,10:58:00,10:58:00,000000007100001,37,,3,3,,
78014_02_149_38110,10:59:00,10:59:00,000000010700001,38,,3,3,,
78014_02_149_38110,11:00:00,11:00:00,000000043400001,39,,3,3,,
78014_02_149_38110,11:01:00,11:01:00,000000037800001,40,,3,3,,
78014_02_149_38110,11:02:00,11:02:00,000000007800001,41,,3,3,,
78014_02_149_38110,11:03:00,11:03:00,000000040100001,42,,3,3,,
78014_02_149_38110,11:05:00,11:05:00,000000040000001,43,,3,3,,
78014_02_149_38110,11:06:00,11:06:00,000000020700001,44,,3,3,,
78014_02_149_38110,11:07:00,11:07:00,000000046700001,45,,3,3,,
78014_02_149_38110,11:08:00,11:08:00,000000044700001,46,,3,3,,
78014_02_149_38110,11:10:00,11:10:00,000000000600003,47,,3,3,,
78014_04_153_38111,11:11:00,11:11:00,000000051600003,12,,0,0,,
78014_04_153_38111,11:13:00,11:13:00,000000007100001,13,,3,3,,
78014_04_153_38111,11:14:00,11:14:00,000000010700001,14,,3,3,,
78014_04_153_38111,11:15:00,11:15:00,000000043400001,15,,3,3,,
78014_04_153_38111,11:16:00,11:16:00,000000037800001,16,,3,3,,
78014_04_153_38111,11:17:00,11:17:00,000000007800001,17,,3,3,,
78014_04_153_38111,11:18:00,11:18:00,000000040100001,18,,3,3,,
78014_04_153_38111,11:20:00,11:20:00,000000040000001,19,,3,3,,
78014_04_153_38111,11:21:00,11:21:00,000000020700001,20,,3,3,,
78014_04_153_38111,11:22:00,11:22:00,000000046700001,21,,3,3,,
78014_04_153_38111,11:23:00,11:23:00,000000044700001,22,,3,3,,
78014_04_153_38111,11:25:00,11:25:00,000000000600003,23,,3,3,,
78014_03_157_38112,11:26:00,11:26:00,000000051600003,36,,0,0,,
78014_03_157_38112,11:28:00,11:28:00,000000007100001,37,,3,3,,
78014_03_157_38112,11:29:00,11:29:00,000000010700001,38,,3,3,,
78014_03_157_38112,11:30:00,11:30:00,000000043400001,39,,3,3,,
78014_03_157_38112,11:31:00,11:31:00,000000037800001,40,,3,3,,
78014_03_157_38112,11:32:00,11:32:00,000000007800001,41,,3,3,,
78014_03_157_38112,11:33:00,11:33:00,000000040100001,42,,3,3,,
78014_03_157_38112,11:35:00,11:35:00,000000040000001,43,,3,3,,
78014_03_157_38112,11:36:00,11:36:00,000000020700001,44,,3,3,,
78014_03_157_38112,11:37:00,11:37:00,000000046700001,45,,3,3,,
78014_03_157_38112,11:38:00,11:38:00,000000044700001,46,,3,3,,
78014_03_157_38112,11:40:00,11:40:00,000000000600003,47,,3,3,,
78014_05_161_38113,11:41:00,11:41:00,000000051600003,12,,0,0,,
78014_05_161_38113,11:43:00,11:43:00,000000007100001,13,,3,3,,
78014_05_161_38113,11:44:00,11:44:00,000000010700001,14,,3,3,,
78014_05_161_38113,11:45:00,11:45:00,000000043400001,15,,3,3,,
78014_05_161_38113,11:46:00,11:46:00,000000037800001,16,,3,3,,
78014_05_161_38113,11:47:00,11:47:00,000000007800001,17,,3,3,,
78014_05_161_38113,11:48:00,11:48:00,000000040100001,18,,3,3,,
78014_05_161_38113,11:50:00,11:50:00,000000040000001,19,,3,3,,
78014_05_161_38113,11:51:00,11:51:00,000000020700001,20,,3,3,,
78014_05_161_38113,11:52:00,11:52:00,000000046700001,21,,3,3,,
78014_05_161_38113,11:53:00,11:53:00,000000044700001,22,,3,3,,
78014_05_161_38113,11:55:00,11:55:00,000000000600003,23,,3,3,,
78014_04_165_38114,11:56:00,11:56:00,000000051600003,36,,0,0,,
78014_04_165_38114,11:58:00,11:58:00,000000007100001,37,,3,3,,
78014_04_165_38114,11:59:00,11:59:00,000000010700001,38,,3,3,,
78014_04_165_38114,12:00:00,12:00:00,000000043400001,39,,3,3,,
78014_04_165_38114,12:01:00,12:01:00,000000037800001,40,,3,3,,
78014_04_165_38114,12:02:00,12:02:00,000000007800001,41,,3,3,,
78014_04_165_38114,12:03:00,12:03:00,000000040100001,42,,3,3,,
78014_04_165_38114,12:05:00,12:05:00,000000040000001,43,,3,3,,
78014_04_165_38114,12:06:00,12:06:00,000000020700001,44,,3,3,,
78014_04_165_38114,12:07:00,12:07:00,000000046700001,45,,3,3,,
78014_04_165_38114,12:08:00,12:08:00,000000044700001,46,,3,3,,
78014_04_165_38114,12:10:00,12:10:00,000000000600003,47,,3,3,,
78014_01_169_38115,12:11:00,12:11:00,000000051600003,12,,0,0,,
78014_01_169_38115,12:13:00,12:13:00,000000007100001,13,,3,3,,
78014_01_169_38115,12:14:00,12:14:00,000000010700001,14,,3,3,,
78014_01_169_38115,12:15:00,12:15:00,000000043400001,15,,3,3,,
78014_01_169_38115,12:16:00,12:16:00,000000037800001,16,,3,3,,
78014_01_169_38115,12:17:00,12:17:00,000000007800001,17,,3,3,,
78014_01_169_38115,12:18:00,12:18:00,000000040100001,18,,3,3,,
78014_01_169_38115,12:20:00,12:20:00,000000040000001,19,,3,3,,
78014_01_169_38115,12:21:00,12:21:00,000000020700001,20,,3,3,,
78014_01_169_38115,12:22:00,12:22:00,000000046700001,21,,3,3,,
78014_01_169_38115,12:23:00,12:23:00,000000044700001,22,,3,3,,
78014_01_169_38115,12:25:00,12:25:00,000000000600003,23,,3,3,,
78014_05_173_38116,12:26:00,12:26:00,000000051600003,36,,0,0,,
78014_05_173_38116,12:28:00,12:28:00,000000007100001,37,,3,3,,
78014_05_173_38116,12:29:00,12:29:00,000000010700001,38,,3,3,,
78014_05_173_38116,12:30:00,12:30:00,000000043400001,39,,3,3,,
78014_05_173_38116,12:31:00,12:31:00,000000037800001,40,,3,3,,
78014_05_173_38116,12:32:00,12:32:00,000000007800001,41,,3,3,,
78014_05_173_38116,12:33:00,12:33:00,000000040100001,42,,3,3,,
78014_05_173_38116,12:35:00,12:35:00,000000040000001,43,,3,3,,
78014_05_173_38116,12:36:00,12:36:00,000000020700001,44,,3,3,,
78014_05_173_38116,12:37:00,12:37:00,000000046700001,45,,3,3,,
78014_05_173_38116,12:38:00,12:38:00,000000044700001,46,,3,3,,
78014_05_173_38116,12:40:00,12:40:00,000000000600003,47,,3,3,,
78014_02_177_38117,12:41:00,12:41:00,000000051600003,12,,0,0,,
78014_02_177_38117,12:43:00,12:43:00,000000007100001,13,,3,3,,
78014_02_177_38117,12:44:00,12:44:00,000000010700001,14,,3,3,,
78014_02_177_38117,12:45:00,12:45:00,000000043400001,15,,3,3,,
78014_02_177_38117,12:46:00,12:46:00,000000037800001,16,,3,3,,
78014_02_177_38117,12:47:00,12:47:00,000000007800001,17,,3,3,,
78014_02_177_38117,12:48:00,12:48:00,000000040100001,18,,3,3,,
78014_02_177_38117,12:50:00,12:50:00,000000040000001,19,,3,3,,
78014_02_177_38117,12:51:00,12:51:00,000000020700001,20,,3,3,,
78014_02_177_38117,12:52:00,12:52:00,000000046700001,21,,3,3,,
78014_02_177_38117,12:53:00,12:53:00,000000044700001,22,,3,3,,
78014_02_177_38117,12:55:00,12:55:00,000000000600003,23,,3,3,,
78014_01_181_38118,12:56:00,12:56:00,000000051600003,36,,0,0,,
78014_01_181_38118,12:58:00,12:58:00,000000007100001,37,,3,3,,
78014_01_181_38118,12:59:00,12:59:00,000000010700001,38,,3,3,,
78014_01_181_38118,13:00:00,13:00:00,000000043400001,39,,3,3,,
78014_01_181_38118,13:01:00,13:01:00,000000037800001,40,,3,3,,
78014_01_181_38118,13:02:00,13:02:00,000000007800001,41,,3,3,,
78014_01_181_38118,13:03:00,13:03:00,000000040100001,42,,3,3,,
78014_01_181_38118,13:05:00,13:05:00,000000040000001,43,,3,3,,
78014_01_181_38118,13:06:00,13:06:00,000000020700001,44,,3,3,,
78014_01_181_38118,13:07:00,13:07:00,000000046700001,45,,3,3,,
78014_01_181_38118,13:08:00,13:08:00,000000044700001,46,,3,3,,
78014_01_181_38118,13:10:00,13:10:00,000000000600003,47,,3,3,,
78014_03_185_38119,13:11:00,13:11:00,000000051600003,12,,0,0,,
78014_03_185_38119,13:13:00,13:13:00,000000007100001,13,,3,3,,
78014_03_185_38119,13:14:00,13:14:00,000000010700001,14,,3,3,,
78014_03_185_38119,13:15:00,13:15:00,000000043400001,15,,3,3,,
78014_03_185_38119,13:16:00,13:16:00,000000037800001,16,,3,3,,
78014_03_185_38119,13:17:00,13:17:00,000000007800001,17,,3,3,,
78014_03_185_38119,13:18:00,13:18:00,000000040100001,18,,3,3,,
78014_03_185_38119,13:20:00,13:20:00,000000040000001,19,,3,3,,
78014_03_185_38119,13:21:00,13:21:00,000000020700001,20,,3,3,,
78014_03_185_38119,13:22:00,13:22:00,000000046700001,21,,3,3,,
78014_03_185_38119,13:23:00,13:23:00,000000044700001,22,,3,3,,
78014_03_185_38119,13:25:00,13:25:00,000000000600003,23,,3,3,,
78014_02_189_38120,13:26:00,13:26:00,000000051600003,36,,0,0,,
78014_02_189_38120,13:28:00,13:28:00,000000007100001,37,,3,3,,
78014_02_189_38120,13:29:00,13:29:00,000000010700001,38,,3,3,,
78014_02_189_38120,13:30:00,13:30:00,000000043400001,39,,3,3,,
78014_02_189_38120,13:31:00,13:31:00,000000037800001,40,,3,3,,
78014_02_189_38120,13:32:00,13:32:00,000000007800001,41,,3,3,,
78014_02_189_38120,13:33:00,13:33:00,000000040100001,42,,3,3,,
78014_02_189_38120,13:35:00,13:35:00,000000040000001,43,,3,3,,
78014_02_189_38120,13:36:00,13:36:00,000000020700001,44,,3,3,,
78014_02_189_38120,13:37:00,13:37:00,000000046700001,45,,3,3,,
78014_02_189_38120,13:38:00,13:38:00,000000044700001,46,,3,3,,
78014_02_189_38120,13:40:00,13:40:00,000000000600003,47,,3,3,,
78014_04_193_38121,13:41:00,13:41:00,000000051600003,12,,0,0,,
78014_04_193_38121,13:43:00,13:43:00,000000007100001,13,,3,3,,
78014_04_193_38121,13:44:00,13:44:00,000000010700001,14,,3,3,,
78014_04_193_38121,13:45:00,13:45:00,000000043400001,15,,3,3,,
78014_04_193_38121,13:46:00,13:46:00,000000037800001,16,,3,3,,
78014_04_193_38121,13:47:00,13:47:00,000000007800001,17,,3,3,,
78014_04_193_38121,13:48:00,13:48:00,000000040100001,18,,3,3,,
78014_04_193_38121,13:50:00,13:50:00,000000040000001,19,,3,3,,
78014_04_193_38121,13:51:00,13:51:00,000000020700001,20,,3,3,,
78014_04_193_38121,13:52:00,13:52:00,000000046700001,21,,3,3,,
78014_04_193_38121,13:53:00,13:53:00,000000044700001,22,,3,3,,
78014_04_193_38121,13:55:00,13:55:00,000000000600003,23,,3,3,,
78014_03_197_38122,13:56:00,13:56:00,000000051600003,36,,0,0,,
78014_03_197_38122,13:58:00,13:58:00,000000007100001,37,,3,3,,
78014_03_197_38122,13:59:00,13:59:00,000000010700001,38,,3,3,,
78014_03_197_38122,14:00:00,14:00:00,000000043400001,39,,3,3,,
78014_03_197_38122,14:01:00,14:01:00,000000037800001,40,,3,3,,
78014_03_197_38122,14:02:00,14:02:00,000000007800001,41,,3,3,,
78014_03_197_38122,14:03:00,14:03:00,000000040100001,42,,3,3,,
78014_03_197_38122,14:05:00,14:05:00,000000040000001,43,,3,3,,
78014_03_197_38122,14:06:00,14:06:00,000000020700001,44,,3,3,,
78014_03_197_38122,14:07:00,14:07:00,000000046700001,45,,3,3,,
78014_03_197_38122,14:08:00,14:08:00,000000044700001,46,,3,3,,
78014_03_197_38122,14:10:00,14:10:00,000000000600003,47,,3,3,,
78014_05_203_38123,14:11:00,14:11:00,000000051600003,12,,0,0,,
78014_05_203_38123,14:13:00,14:13:00,000000007100001,13,,3,3,,
78014_05_203_38123,14:14:00,14:14:00,000000010700001,14,,3,3,,
78014_05_203_38123,14:15:00,14:15:00,000000043400001,15,,3,3,,
78014_05_203_38123,14:16:00,14:16:00,000000037800001,16,,3,3,,
78014_05_203_38123,14:17:00,14:17:00,000000007800001,17,,3,3,,
78014_05_203_38123,14:18:00,14:18:00,000000040100001,18,,3,3,,
78014_05_203_38123,14:20:00,14:20:00,000000040000001,19,,3,3,,
78014_05_203_38123,14:21:00,14:21:00,000000020700001,20,,3,3,,
78014_05_203_38123,14:22:00,14:22:00,000000046700001,21,,3,3,,
78014_05_203_38123,14:23:00,14:23:00,000000044700001,22,,3,3,,
78014_05_203_38123,14:25:00,14:25:00,000000000600003,23,,3,3,,
78014_04_209_38124,14:26:00,14:26:00,000000051600003,37,,0,0,,
78014_04_209_38124,14:28:00,14:28:00,000000007100001,38,,3,3,,
78014_04_209_38124,14:29:00,14:29:00,000000010700001,39,,3,3,,
78014_04_209_38124,14:30:00,14:30:00,000000043400001,40,,3,3,,
78014_04_209_38124,14:31:00,14:31:00,000000037800001,41,,3,3,,
78014_04_209_38124,14:32:00,14:32:00,000000007800001,42,,3,3,,
78014_04_209_38124,14:33:00,14:33:00,000000040100001,43,,3,3,,
78014_04_209_38124,14:35:00,14:35:00,000000040000001,44,,3,3,,
78014_04_209_38124,14:36:00,14:36:00,000000020700001,45,,3,3,,
78014_04_209_38124,14:37:00,14:37:00,000000046700001,46,,3,3,,
78014_04_209_38124,14:38:00,14:38:00,000000044700001,47,,3,3,,
78014_04_209_38124,14:40:00,14:40:00,000000000600003,48,,3,3,,
78014_01_215_38125,14:41:00,14:41:00,000000051600003,12,,0,0,,
78014_01_215_38125,14:43:00,14:43:00,000000007100001,13,,3,3,,
78014_01_215_38125,14:44:00,14:44:00,000000010700001,14,,3,3,,
78014_01_215_38125,14:45:00,14:45:00,000000043400001,15,,3,3,,
78014_01_215_38125,14:46:00,14:46:00,000000037800001,16,,3,3,,
78014_01_215_38125,14:47:00,14:47:00,000000007800001,17,,3,3,,
78014_01_215_38125,14:48:00,14:48:00,000000040100001,18,,3,3,,
78014_01_215_38125,14:50:00,14:50:00,000000040000001,19,,3,3,,
78014_01_215_38125,14:51:00,14:51:00,000000020700001,20,,3,3,,
78014_01_215_38125,14:52:00,14:52:00,000000046700001,21,,3,3,,
78014_01_215_38125,14:53:00,14:53:00,000000044700001,22,,3,3,,
78014_01_215_38125,14:55:00,14:55:00,000000000600003,23,,3,3,,
78014_05_221_38126,14:56:00,14:56:00,000000051600003,37,,0,0,,
78014_05_221_38126,14:58:00,14:58:00,000000007100001,38,,3,3,,
78014_05_221_38126,14:59:00,14:59:00,000000010700001,39,,3,3,,
78014_05_221_38126,15:00:00,15:00:00,000000043400001,40,,3,3,,
78014_05_221_38126,15:01:00,15:01:00,000000037800001,41,,3,3,,
78014_05_221_38126,15:02:00,15:02:00,000000007800001,42,,3,3,,
78014_05_221_38126,15:03:00,15:03:00,000000040100001,43,,3,3,,
78014_05_221_38126,15:05:00,15:05:00,000000040000001,44,,3,3,,
78014_05_221_38126,15:06:00,15:06:00,000000020700001,45,,3,3,,
78014_05_221_38126,15:07:00,15:07:00,000000046700001,46,,3,3,,
78014_05_221_38126,15:08:00,15:08:00,000000044700001,47,,3,3,,
78014_05_221_38126,15:10:00,15:10:00,000000000600003,48,,3,3,,
78014_02_227_38127,15:11:00,15:11:00,000000051600003,12,,0,0,,
78014_02_227_38127,15:13:00,15:13:00,000000007100001,13,,3,3,,
78014_02_227_38127,15:14:00,15:14:00,000000010700001,14,,3,3,,
78014_02_227_38127,15:15:00,15:15:00,000000043400001,15,,3,3,,
78014_02_227_38127,15:16:00,15:16:00,000000037800001,16,,3,3,,
78014_02_227_38127,15:17:00,15:17:00,000000007800001,17,,3,3,,
78014_02_227_38127,15:18:00,15:18:00,000000040100001,18,,3,3,,
78014_02_227_38127,15:20:00,15:20:00,000000040000001,19,,3,3,,
78014_02_227_38127,15:21:00,15:21:00,000000020700001,20,,3,3,,
78014_02_227_38127,15:22:00,15:22:00,000000046700001,21,,3,3,,
78014_02_227_38127,15:23:00,15:23:00,000000044700001,22,,3,3,,
78014_02_227_38127,15:25:00,15:25:00,000000000600003,23,,3,3,,
78014_01_233_38128,15:26:00,15:26:00,000000051600003,36,,0,0,,
78014_01_233_38128,15:28:00,15:28:00,000000007100001,37,,3,3,,
78014_01_233_38128,15:29:00,15:29:00,000000010700001,38,,3,3,,
78014_01_233_38128,15:30:00,15:30:00,000000043400001,39,,3,3,,
78014_01_233_38128,15:31:00,15:31:00,000000037800001,40,,3,3,,
78014_01_233_38128,15:32:00,15:32:00,000000007800001,41,,3,3,,
78014_01_233_38128,15:33:00,15:33:00,000000040100001,42,,3,3,,
78014_01_233_38128,15:35:00,15:35:00,000000040000001,43,,3,3,,
78014_01_233_38128,15:36:00,15:36:00,000000020700001,44,,3,3,,
78014_01_233_38128,15:37:00,15:37:00,000000046700001,45,,3,3,,
78014_01_233_38128,15:38:00,15:38:00,000000044700001,46,,3,3,,
78014_01_233_38128,15:40:00,15:40:00,000000000600003,47,,3,3,,
78014_03_239_38129,15:41:00,15:41:00,000000051600003,12,,0,0,,
78014_03_239_38129,15:43:00,15:43:00,000000007100001,13,,3,3,,
78014_03_239_38129,15:44:00,15:44:00,000000010700001,14,,3,3,,
78014_03_239_38129,15:45:00,15:45:00,000000043400001,15,,3,3,,
78014_03_239_38129,15:46:00,15:46:00,000000037800001,16,,3,3,,
78014_03_239_38129,15:47:00,15:47:00,000000007800001,17,,3,3,,
78014_03_239_38129,15:48:00,15:48:00,000000040100001,18,,3,3,,
78014_03_239_38129,15:50:00,15:50:00,000000040000001,19,,3,3,,
78014_03_239_38129,15:51:00,15:51:00,000000020700001,20,,3,3,,
78014_03_239_38129,15:52:00,15:52:00,000000046700001,21,,3,3,,
78014_03_239_38129,15:53:00,15:53:00,000000044700001,22,,3,3,,
78014_03_239_38129,15:55:00,15:55:00,000000000600003,23,,3,3,,
78014_02_245_38130,15:56:00,15:56:00,000000051600003,36,,0,0,,
78014_02_245_38130,15:58:00,15:58:00,000000007100001,37,,3,3,,
78014_02_245_38130,15:59:00,15:59:00,000000010700001,38,,3,3,,
78014_02_245_38130,16:00:00,16:00:00,000000043400001,39,,3,3,,
78014_02_245_38130,16:01:00,16:01:00,000000037800001,40,,3,3,,
78014_02_245_38130,16:02:00,16:02:00,000000007800001,41,,3,3,,
78014_02_245_38130,16:03:00,16:03:00,000000040100001,42,,3,3,,
78014_02_245_38130,16:05:00,16:05:00,000000040000001,43,,3,3,,
78014_02_245_38130,16:06:00,16:06:00,000000020700001,44,,3,3,,
78014_02_245_38130,16:07:00,16:07:00,000000046700001,45,,3,3,,
78014_02_245_38130,16:08:00,16:08:00,000000044700001,46,,3,3,,
78014_02_245_38130,16:10:00,16:10:00,000000000600003,47,,3,3,,
78014_04_251_38131,16:11:00,16:11:00,000000051600003,12,,0,0,,
78014_04_251_38131,16:13:00,16:13:00,000000007100001,13,,3,3,,
78014_04_251_38131,16:14:00,16:14:00,000000010700001,14,,3,3,,
78014_04_251_38131,16:15:00,16:15:00,000000043400001,15,,3,3,,
78014_04_251_38131,16:16:00,16:16:00,000000037800001,16,,3,3,,
78014_04_251_38131,16:17:00,16:17:00,000000007800001,17,,3,3,,
78014_04_251_38131,16:18:00,16:18:00,000000040100001,18,,3,3,,
78014_04_251_38131,16:20:00,16:20:00,000000040000001,19,,3,3,,
78014_04_251_38131,16:21:00,16:21:00,000000020700001,20,,3,3,,
78014_04_251_38131,16:22:00,16:22:00,000000046700001,21,,3,3,,
78014_04_251_38131,16:23:00,16:23:00,000000044700001,22,,3,3,,
78014_04_251_38131,16:25:00,16:25:00,000000000600003,23,,3,3,,
78014_03_257_38132,16:26:00,16:26:00,000000051600003,36,,0,0,,
78014_03_257_38132,16:28:00,16:28:00,000000007100001,37,,3,3,,
78014_03_257_38132,16:29:00,16:29:00,000000010700001,38,,3,3,,
78014_03_257_38132,16:30:00,16:30:00,000000043400001,39,,3,3,,
78014_03_257_38132,16:31:00,16:31:00,000000037800001,40,,3,3,,
78014_03_257_38132,16:32:00,16:32:00,000000007800001,41,,3,3,,
78014_03_257_38132,16:33:00,16:33:00,000000040100001,42,,3,3,,
78014_03_257_38132,16:35:00,16:35:00,000000040000001,43,,3,3,,
78014_03_257_38132,16:36:00,16:36:00,000000020700001,44,,3,3,,
78014_03_257_38132,16:37:00,16:37:00,000000046700001,45,,3,3,,
78014_03_257_38132,16:38:00,16:38:00,000000044700001,46,,3,3,,
78014_03_257_38132,16:40:00,16:40:00,000000000600003,47,,3,3,,
78014_05_263_38133,16:41:00,16:41:00,000000051600003,12,,0,0,,
78014_05_263_38133,16:43:00,16:43:00,000000007100001,13,,3,3,,
78014_05_263_38133,16:44:00,16:44:00,000000010700001,14,,3,3,,
78014_05_263_38133,16:45:00,16:45:00,000000043400001,15,,3,3,,
78014_05_263_38133,16:46:00,16:46:00,000000037800001,16,,3,3,,
78014_05_263_38133,16:47:00,16:47:00,000000007800001,17,,3,3,,
78014_05_263_38133,16:48:00,16:48:00,000000040100001,18,,3,3,,
78014_05_263_38133,16:50:00,16:50:00,000000040000001,19,,3,3,,
78014_05_263_38133,16:51:00,16:51:00,000000020700001,20,,3,3,,
78014_05_263_38133,16:52:00,16:52:00,000000046700001,21,,3,3,,
78014_05_263_38133,16:53:00,16:53:00,000000044700001,22,,3,3,,
78014_05_263_38133,16:55:00,16:55:00,000000000600003,23,,3,3,,
78014_04_269_38134,16:56:00,16:56:00,000000051600003,36,,0,0,,
78014_04_269_38134,16:58:00,16:58:00,000000007100001,37,,3,3,,
78014_04_269_38134,16:59:00,16:59:00,000000010700001,38,,3,3,,
78014_04_269_38134,17:00:00,17:00:00,000000043400001,39,,3,3,,
78014_04_269_38134,17:01:00,17:01:00,000000037800001,40,,3,3,,
78014_04_269_38134,17:02:00,17:02:00,000000007800001,41,,3,3,,
78014_04_269_38134,17:03:00,17:03:00,000000040100001,42,,3,3,,
78014_04_269_38134,17:05:00,17:05:00,000000040000001,43,,3,3,,
78014_04_269_38134,17:06:00,17:06:00,000000020700001,44,,3,3,,
78014_04_269_38134,17:07:00,17:07:00,000000046700001,45,,3,3,,
78014_04_269_38134,17:08:00,17:08:00,000000044700001,46,,3,3,,
78014_04_269_38134,17:10:00,17:10:00,000000000600003,47,,3,3,,
78014_01_275_38135,17:11:00,17:11:00,000000051600003,12,,0,0,,
78014_01_275_38135,17:13:00,17:13:00,000000007100001,13,,3,3,,
78014_01_275_38135,17:14:00,17:14:00,000000010700001,14,,3,3,,
78014_01_275_38135,17:15:00,17:15:00,000000043400001,15,,3,3,,
78014_01_275_38135,17:16:00,17:16:00,000000037800001,16,,3,3,,
