trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
78014_01_275_38135,17:17:00,17:17:00,000000007800001,17,,3,3,,
78014_01_275_38135,17:18:00,17:18:00,000000040100001,18,,3,3,,
78014_01_275_38135,17:20:00,17:20:00,000000040000001,19,,3,3,,
78014_01_275_38135,17:21:00,17:21:00,000000020700001,20,,3,3,,
78014_01_275_38135,17:22:00,17:22:00,000000046700001,21,,3,3,,
78014_01_275_38135,17:23:00,17:23:00,000000044700001,22,,3,3,,
78014_01_275_38135,17:25:00,17:25:00,000000000600003,23,,3,3,,
78014_05_281_38136,17:26:00,17:26:00,000000051600003,36,,0,0,,
78014_05_281_38136,17:28:00,17:28:00,000000007100001,37,,3,3,,
78014_05_281_38136,17:29:00,17:29:00,000000010700001,38,,3,3,,
78014_05_281_38136,17:30:00,17:30:00,000000043400001,39,,3,3,,
78014_05_281_38136,17:31:00,17:31:00,000000037800001,40,,3,3,,
78014_05_281_38136,17:32:00,17:32:00,000000007800001,41,,3,3,,
78014_05_281_38136,17:33:00,17:33:00,000000040100001,42,,3,3,,
78014_05_281_38136,17:35:00,17:35:00,000000040000001,43,,3,3,,
78014_05_281_38136,17:36:00,17:36:00,000000020700001,44,,3,3,,
78014_05_281_38136,17:37:00,17:37:00,000000046700001,45,,3,3,,
78014_05_281_38136,17:38:00,17:38:00,000000044700001,46,,3,3,,
78014_05_281_38136,17:40:00,17:40:00,000000000600003,47,,3,3,,
78014_02_287_38137,17:41:00,17:41:00,000000051600003,12,,0,0,,
78014_02_287_38137,17:43:00,17:43:00,000000007100001,13,,3,3,,
78014_02_287_38137,17:44:00,17:44:00,000000010700001,14,,3,3,,
78014_02_287_38137,17:45:00,17:45:00,000000043400001,15,,3,3,,
78014_02_287_38137,17:46:00,17:46:00,000000037800001,16,,3,3,,
78014_02_287_38137,17:47:00,17:47:00,000000007800001,17,,3,3,,
78014_02_287_38137,17:48:00,17:48:00,000000040100001,18,,3,3,,
78014_02_287_38137,17:50:00,17:50:00,000000040000001,19,,3,3,,
78014_02_287_38137,17:51:00,17:51:00,000000020700001,20,,3,3,,
78014_02_287_38137,17:52:00,17:52:00,000000046700001,21,,3,3,,
78014_02_287_38137,17:53:00,17:53:00,000000044700001,22,,3,3,,
78014_02_287_38137,17:55:00,17:55:00,000000000600003,23,,3,3,,
78014_01_293_38138,17:56:00,17:56:00,000000051600003,36,,0,0,,
78014_01_293_38138,17:58:00,17:58:00,000000007100001,37,,3,3,,
78014_01_293_38138,17:59:00,17:59:00,000000010700001,38,,3,3,,
78014_01_293_38138,18:00:00,18:00:00,000000043400001,39,,3,3,,
78014_01_293_38138,18:01:00,18:01:00,000000037800001,40,,3,3,,
78014_01_293_38138,18:02:00,18:02:00,000000007800001,41,,3,3,,
78014_01_293_38138,18:03:00,18:03:00,000000040100001,42,,3,3,,
78014_01_293_38138,18:05:00,18:05:00,000000040000001,43,,3,3,,
78014_01_293_38138,18:06:00,18:06:00,000000020700001,44,,3,3,,
78014_01_293_38138,18:07:00,18:07:00,000000046700001,45,,3,3,,
78014_01_293_38138,18:08:00,18:08:00,000000044700001,46,,3,3,,
78014_01_293_38138,18:10:00,18:10:00,000000000600003,47,,3,3,,
78014_03_299_38139,18:11:00,18:11:00,000000051600003,12,,0,0,,
78014_03_299_38139,18:13:00,18:13:00,000000007100001,13,,3,3,,
78014_03_299_38139,18:14:00,18:14:00,000000010700001,14,,3,3,,
78014_03_299_38139,18:15:00,18:15:00,000000043400001,15,,3,3,,
78014_03_299_38139,18:16:00,18:16:00,000000037800001,16,,3,3,,
78014_03_299_38139,18:17:00,18:17:00,000000007800001,17,,3,3,,
78014_03_299_38139,18:18:00,18:18:00,000000040100001,18,,3,3,,
78014_03_299_38139,18:20:00,18:20:00,000000040000001,19,,3,3,,
78014_03_299_38139,18:21:00,18:21:00,000000020700001,20,,3,3,,
78014_03_299_38139,18:22:00,18:22:00,000000046700001,21,,3,3,,
78014_03_299_38139,18:23:00,18:23:00,000000044700001,22,,3,3,,
78014_03_299_38139,18:25:00,18:25:00,000000000600003,23,,3,3,,
78014_02_307_38140,18:26:00,18:26:00,000000051600003,36,,0,0,,
78014_02_307_38140,18:28:00,18:28:00,000000007100001,37,,3,3,,
78014_02_307_38140,18:29:00,18:29:00,000000010700001,38,,3,3,,
78014_02_307_38140,18:30:00,18:30:00,000000043400001,39,,3,3,,
78014_02_307_38140,18:31:00,18:31:00,000000037800001,40,,3,3,,
78014_02_307_38140,18:32:00,18:32:00,000000007800001,41,,3,3,,
78014_02_307_38140,18:33:00,18:33:00,000000040100001,42,,3,3,,
78014_02_307_38140,18:35:00,18:35:00,000000040000001,43,,3,3,,
78014_02_307_38140,18:36:00,18:36:00,000000020700001,44,,3,3,,
78014_02_307_38140,18:37:00,18:37:00,000000046700001,45,,3,3,,
78014_02_307_38140,18:38:00,18:38:00,000000044700001,46,,3,3,,
78014_02_307_38140,18:40:00,18:40:00,000000000600003,47,,3,3,,
78014_04_315_38141,18:41:00,18:41:00,000000051600003,12,,0,0,,
78014_04_315_38141,18:43:00,18:43:00,000000007100001,13,,3,3,,
78014_04_315_38141,18:44:00,18:44:00,000000010700001,14,,3,3,,
78014_04_315_38141,18:45:00,18:45:00,000000043400001,15,,3,3,,
78014_04_315_38141,18:46:00,18:46:00,000000037800001,16,,3,3,,
78014_04_315_38141,18:47:00,18:47:00,000000007800001,17,,3,3,,
78014_04_315_38141,18:48:00,18:48:00,000000040100001,18,,3,3,,
78014_04_315_38141,18:50:00,18:50:00,000000040000001,19,,3,3,,
78014_04_315_38141,18:51:00,18:51:00,000000020700001,20,,3,3,,
78014_04_315_38141,18:52:00,18:52:00,000000046700001,21,,3,3,,
78014_04_315_38141,18:53:00,18:53:00,000000044700001,22,,3,3,,
78014_04_315_38141,18:55:00,18:55:00,000000000600003,23,,3,3,,
78014_03_319_38142,18:56:00,18:56:00,000000051600003,36,,0,0,,
78014_03_319_38142,18:58:00,18:58:00,000000007100001,37,,3,3,,
78014_03_319_38142,18:59:00,18:59:00,000000010700001,38,,3,3,,
78014_03_319_38142,19:00:00,19:00:00,000000043400001,39,,3,3,,
78014_03_319_38142,19:01:00,19:01:00,000000037800001,40,,3,3,,
78014_03_319_38142,19:02:00,19:02:00,000000007800001,41,,3,3,,
78014_03_319_38142,19:03:00,19:03:00,000000040100001,42,,3,3,,
78014_03_319_38142,19:05:00,19:05:00,000000040000001,43,,3,3,,
78014_03_319_38142,19:06:00,19:06:00,000000020700001,44,,3,3,,
78014_03_319_38142,19:07:00,19:07:00,000000046700001,45,,3,3,,
78014_03_319_38142,19:08:00,19:08:00,000000044700001,46,,3,3,,
78014_03_319_38142,19:10:00,19:10:00,000000000600003,47,,3,3,,
78014_05_325_38143,19:11:00,19:11:00,000000051600003,12,,0,0,,
78014_05_325_38143,19:13:00,19:13:00,000000007100001,13,,3,3,,
78014_05_325_38143,19:14:00,19:14:00,000000010700001,14,,3,3,,
78014_05_325_38143,19:15:00,19:15:00,000000043400001,15,,3,3,,
78014_05_325_38143,19:16:00,19:16:00,000000037800001,16,,3,3,,
78014_05_325_38143,19:17:00,19:17:00,000000007800001,17,,3,3,,
78014_05_325_38143,19:18:00,19:18:00,000000040100001,18,,3,3,,
78014_05_325_38143,19:20:00,19:20:00,000000040000001,19,,3,3,,
78014_05_325_38143,19:21:00,19:21:00,000000020700001,20,,3,3,,
78014_05_325_38143,19:22:00,19:22:00,000000046700001,21,,3,3,,
78014_05_325_38143,19:23:00,19:23:00,000000044700001,22,,3,3,,
78014_05_325_38143,19:25:00,19:25:00,000000000600003,23,,3,3,,
78014_04_329_38144,19:26:00,19:26:00,000000051600003,36,,0,0,,
78014_04_329_38144,19:28:00,19:28:00,000000007100001,37,,3,3,,
78014_04_329_38144,19:29:00,19:29:00,000000010700001,38,,3,3,,
78014_04_329_38144,19:30:00,19:30:00,000000043400001,39,,3,3,,
78014_04_329_38144,19:31:00,19:31:00,000000037800001,40,,3,3,,
78014_04_329_38144,19:32:00,19:32:00,000000007800001,41,,3,3,,
78014_04_329_38144,19:33:00,19:33:00,000000040100001,42,,3,3,,
78014_04_329_38144,19:35:00,19:35:00,000000040000001,43,,3,3,,
78014_04_329_38144,19:36:00,19:36:00,000000020700001,44,,3,3,,
78014_04_329_38144,19:37:00,19:37:00,000000046700001,45,,3,3,,
78014_04_329_38144,19:38:00,19:38:00,000000044700001,46,,3,3,,
78014_04_329_38144,19:40:00,19:40:00,000000000600003,47,,3,3,,
78014_01_333_38145,19:41:00,19:41:00,000000051600003,12,,0,0,,
78014_01_333_38145,19:43:00,19:43:00,000000007100001,13,,3,3,,
78014_01_333_38145,19:44:00,19:44:00,000000010700001,14,,3,3,,
78014_01_333_38145,19:45:00,19:45:00,000000043400001,15,,3,3,,
78014_01_333_38145,19:46:00,19:46:00,000000037800001,16,,3,3,,
78014_01_333_38145,19:47:00,19:47:00,000000007800001,17,,3,3,,
78014_01_333_38145,19:48:00,19:48:00,000000040100001,18,,3,3,,
78014_01_333_38145,19:50:00,19:50:00,000000040000001,19,,3,3,,
78014_01_333_38145,19:51:00,19:51:00,000000020700001,20,,3,3,,
78014_01_333_38145,19:52:00,19:52:00,000000046700001,21,,3,3,,
78014_01_333_38145,19:53:00,19:53:00,000000044700001,22,,3,3,,
78014_01_333_38145,19:55:00,19:55:00,000000000600003,23,,3,3,,
78014_05_337_38146,19:56:00,19:56:00,000000051600003,36,,0,0,,
78014_05_337_38146,19:58:00,19:58:00,000000007100001,37,,3,3,,
78014_05_337_38146,19:59:00,19:59:00,000000010700001,38,,3,3,,
78014_05_337_38146,20:00:00,20:00:00,000000043400001,39,,3,3,,
78014_05_337_38146,20:01:00,20:01:00,000000037800001,40,,3,3,,
78014_05_337_38146,20:02:00,20:02:00,000000007800001,41,,3,3,,
78014_05_337_38146,20:03:00,20:03:00,000000040100001,42,,3,3,,
78014_05_337_38146,20:05:00,20:05:00,000000040000001,43,,3,3,,
78014_05_337_38146,20:06:00,20:06:00,000000020700001,44,,3,3,,
78014_05_337_38146,20:07:00,20:07:00,000000046700001,45,,3,3,,
78014_05_337_38146,20:08:00,20:08:00,000000044700001,46,,3,3,,
78014_05_337_38146,20:10:00,20:10:00,000000000600003,47,,3,3,,
78014_02_341_38147,20:11:00,20:11:00,000000051600003,12,,0,0,,
78014_02_341_38147,20:13:00,20:13:00,000000007100001,13,,3,3,,
78014_02_341_38147,20:14:00,20:14:00,000000010700001,14,,3,3,,
78014_02_341_38147,20:15:00,20:15:00,000000043400001,15,,3,3,,
78014_02_341_38147,20:16:00,20:16:00,000000037800001,16,,3,3,,
78014_02_341_38147,20:17:00,20:17:00,000000007800001,17,,3,3,,
78014_02_341_38147,20:18:00,20:18:00,000000040100001,18,,3,3,,
78014_02_341_38147,20:20:00,20:20:00,000000040000001,19,,3,3,,
78014_02_341_38147,20:21:00,20:21:00,000000020700001,20,,3,3,,
78014_02_341_38147,20:22:00,20:22:00,000000046700001,21,,3,3,,
78014_02_341_38147,20:23:00,20:23:00,000000044700001,22,,3,3,,
78014_02_341_38147,20:25:00,20:25:00,000000000600003,23,,3,3,,
78014_01_345_38148,20:26:00,20:26:00,000000051600003,36,,0,0,,
78014_01_345_38148,20:28:00,20:28:00,000000007100001,37,,3,3,,
78014_01_345_38148,20:29:00,20:29:00,000000010700001,38,,3,3,,
78014_01_345_38148,20:30:00,20:30:00,000000043400001,39,,3,3,,
78014_01_345_38148,20:31:00,20:31:00,000000037800001,40,,3,3,,
78014_01_345_38148,20:32:00,20:32:00,000000007800001,41,,3,3,,
78014_01_345_38148,20:33:00,20:33:00,000000040100001,42,,3,3,,
78014_01_345_38148,20:35:00,20:35:00,000000040000001,43,,3,3,,
78014_01_345_38148,20:36:00,20:36:00,000000020700001,44,,3,3,,
78014_01_345_38148,20:37:00,20:37:00,000000046700001,45,,3,3,,
78014_01_345_38148,20:38:00,20:38:00,000000044700001,46,,3,3,,
78014_01_345_38148,20:40:00,20:40:00,000000000600003,47,,3,3,,
78014_03_349_38149,20:41:00,20:41:00,000000051600003,12,,0,0,,
78014_03_349_38149,20:43:00,20:43:00,000000007100001,13,,3,3,,
78014_03_349_38149,20:44:00,20:44:00,000000010700001,14,,3,3,,
78014_03_349_38149,20:45:00,20:45:00,000000043400001,15,,3,3,,
78014_03_349_38149,20:46:00,20:46:00,000000037800001,16,,3,3,,
78014_03_349_38149,20:47:00,20:47:00,000000007800001,17,,3,3,,
78014_03_349_38149,20:48:00,20:48:00,000000040100001,18,,3,3,,
78014_03_349_38149,20:50:00,20:50:00,000000040000001,19,,3,3,,
78014_03_349_38149,20:51:00,20:51:00,000000020700001,20,,3,3,,
78014_03_349_38149,20:52:00,20:52:00,000000046700001,21,,3,3,,
78014_03_349_38149,20:53:00,20:53:00,000000044700001,22,,3,3,,
78014_03_349_38149,20:55:00,20:55:00,000000000600003,23,,3,3,,
78014_02_353_38150,20:56:00,20:56:00,000000051600003,36,,0,0,,
78014_02_353_38150,20:58:00,20:58:00,000000007100001,37,,3,3,,
78014_02_353_38150,20:59:00,20:59:00,000000010700001,38,,3,3,,
78014_02_353_38150,21:00:00,21:00:00,000000043400001,39,,3,3,,
78014_02_353_38150,21:01:00,21:01:00,000000037800001,40,,3,3,,
78014_02_353_38150,21:02:00,21:02:00,000000007800001,41,,3,3,,
78014_02_353_38150,21:03:00,21:03:00,000000040100001,42,,3,3,,
78014_02_353_38150,21:05:00,21:05:00,000000040000001,43,,3,3,,
78014_02_353_38150,21:06:00,21:06:00,000000020700001,44,,3,3,,
78014_02_353_38150,21:07:00,21:07:00,000000046700001,45,,3,3,,
78014_02_353_38150,21:07:00,21:07:00,000000044700001,46,,3,3,,
78014_02_353_38150,21:09:00,21:09:00,000000000600003,47,,3,3,,
78014_04_357_38151,21:12:00,21:12:00,000000051600003,12,,0,0,,
78014_04_357_38151,21:14:00,21:14:00,000000007100001,13,,3,3,,
78014_04_357_38151,21:15:00,21:15:00,000000010700001,14,,3,3,,
78014_04_357_38151,21:15:00,21:15:00,000000043400001,15,,3,3,,
78014_04_357_38151,21:16:00,21:16:00,000000037800001,16,,3,3,,
78014_04_357_38151,21:17:00,21:17:00,000000007800001,17,,3,3,,
78014_04_357_38151,21:18:00,21:18:00,000000040100001,18,,3,3,,
78014_04_357_38151,21:20:00,21:20:00,000000040000001,19,,3,3,,
78014_04_357_38151,21:21:00,21:21:00,000000020700001,20,,3,3,,
78014_04_357_38151,21:22:00,21:22:00,000000046700001,21,,3,3,,
78014_04_357_38151,21:22:00,21:22:00,000000044700001,22,,3,3,,
78014_04_357_38151,21:24:00,21:24:00,000000000600003,23,,3,3,,
78014_03_361_38152,21:27:00,21:27:00,000000051600003,36,,0,0,,
78014_03_361_38152,21:29:00,21:29:00,000000007100001,37,,3,3,,
78014_03_361_38152,21:30:00,21:30:00,000000010700001,38,,3,3,,
78014_03_361_38152,21:30:00,21:30:00,000000043400001,39,,3,3,,
78014_03_361_38152,21:31:00,21:31:00,000000037800001,40,,3,3,,
78014_03_361_38152,21:32:00,21:32:00,000000007800001,41,,3,3,,
78014_03_361_38152,21:33:00,21:33:00,000000040100001,42,,3,3,,
78014_03_361_38152,21:35:00,21:35:00,000000040000001,43,,3,3,,
78014_03_361_38152,21:36:00,21:36:00,000000020700001,44,,3,3,,
78014_03_361_38152,21:37:00,21:37:00,000000046700001,45,,3,3,,
78014_03_361_38152,21:37:00,21:37:00,000000044700001,46,,3,3,,
78014_03_361_38152,21:39:00,21:39:00,000000000600003,47,,3,3,,
78014_05_365_38153,21:42:00,21:42:00,000000051600003,12,,0,0,,
78014_05_365_38153,21:44:00,21:44:00,000000007100001,13,,3,3,,
78014_05_365_38153,21:45:00,21:45:00,000000010700001,14,,3,3,,
78014_05_365_38153,21:45:00,21:45:00,000000043400001,15,,3,3,,
78014_05_365_38153,21:46:00,21:46:00,000000037800001,16,,3,3,,
78014_05_365_38153,21:47:00,21:47:00,000000007800001,17,,3,3,,
78014_05_365_38153,21:48:00,21:48:00,000000040100001,18,,3,3,,
78014_05_365_38153,21:50:00,21:50:00,000000040000001,19,,3,3,,
78014_05_365_38153,21:51:00,21:51:00,000000020700001,20,,3,3,,
78014_05_365_38153,21:52:00,21:52:00,000000046700001,21,,3,3,,
78014_05_365_38153,21:52:00,21:52:00,000000044700001,22,,3,3,,
78014_05_365_38153,21:54:00,21:54:00,000000000600003,23,,3,3,,
78014_04_369_38154,21:57:00,21:57:00,000000051600003,36,,0,0,,
78014_04_369_38154,21:59:00,21:59:00,000000007100001,37,,3,3,,
78014_04_369_38154,22:00:00,22:00:00,000000010700001,38,,3,3,,
78014_04_369_38154,22:00:00,22:00:00,000000043400001,39,,3,3,,
78014_04_369_38154,22:01:00,22:01:00,000000037800001,40,,3,3,,
78014_04_369_38154,22:02:00,22:02:00,000000007800001,41,,3,3,,
78014_04_369_38154,22:03:00,22:03:00,000000040100001,42,,3,3,,
78014_04_369_38154,22:05:00,22:05:00,000000040000001,43,,3,3,,
78014_04_369_38154,22:06:00,22:06:00,000000020700001,44,,3,3,,
78014_04_369_38154,22:07:00,22:07:00,000000046700001,45,,3,3,,
78014_04_369_38154,22:07:00,22:07:00,000000044700001,46,,3,3,,
78014_04_369_38154,22:09:00,22:09:00,000000000600003,47,,3,3,,
78014_01_373_38155,22:12:00,22:12:00,000000051600003,12,,0,0,,
78014_01_373_38155,22:14:00,22:14:00,000000007100001,13,,3,3,,
78014_01_373_38155,22:15:00,22:15:00,000000010700001,14,,3,3,,
78014_01_373_38155,22:15:00,22:15:00,000000043400001,15,,3,3,,
78014_01_373_38155,22:16:00,22:16:00,000000037800001,16,,3,3,,
78014_01_373_38155,22:17:00,22:17:00,000000007800001,17,,3,3,,
78014_01_373_38155,22:18:00,22:18:00,000000040100001,18,,3,3,,
78014_01_373_38155,22:20:00,22:20:00,000000040000001,19,,3,3,,
78014_01_373_38155,22:21:00,22:21:00,000000020700001,20,,3,3,,
78014_01_373_38155,22:22:00,22:22:00,000000046700001,21,,3,3,,
78014_01_373_38155,22:22:00,22:22:00,000000044700001,22,,3,3,,
78014_01_373_38155,22:24:00,22:24:00,000000000600003,23,,3,3,,
78014_05_377_38156,22:27:00,22:27:00,000000051600003,36,,0,0,,
78014_05_377_38156,22:29:00,22:29:00,000000007100001,37,,3,3,,
78014_05_377_38156,22:30:00,22:30:00,000000010700001,38,,3,3,,
78014_05_377_38156,22:30:00,22:30:00,000000043400001,39,,3,3,,
78014_05_377_38156,22:31:00,22:31:00,000000037800001,40,,3,3,,
78014_05_377_38156,22:32:00,22:32:00,000000007800001,41,,3,3,,
78014_05_377_38156,22:33:00,22:33:00,000000040100001,42,,3,3,,
78014_05_377_38156,22:35:00,22:35:00,000000040000001,43,,3,3,,
78014_05_377_38156,22:36:00,22:36:00,000000020700001,44,,3,3,,
78014_05_377_38156,22:37:00,22:37:00,000000046700001,45,,3,3,,
78014_05_377_38156,22:37:00,22:37:00,000000044700001,46,,3,3,,
78014_05_377_38156,22:39:00,22:39:00,000000000600003,47,,3,3,,
78014_02_381_38157,22:42:00,22:42:00,000000051600003,12,,0,0,,
78014_02_381_38157,22:44:00,22:44:00,000000007100001,13,,3,3,,
78014_02_381_38157,22:45:00,22:45:00,000000010700001,14,,3,3,,
78014_02_381_38157,22:45:00,22:45:00,000000043400001,15,,3,3,,
78014_02_381_38157,22:46:00,22:46:00,000000037800001,16,,3,3,,
78014_02_381_38157,22:47:00,22:47:00,000000007800001,17,,3,3,,
78014_02_381_38157,22:48:00,22:48:00,000000040100001,18,,3,3,,
78014_02_381_38157,22:50:00,22:50:00,000000040000001,19,,3,3,,
78014_02_381_38157,22:51:00,22:51:00,000000020700001,20,,3,3,,
78014_02_381_38157,22:52:00,22:52:00,000000046700001,21,,3,3,,
78014_02_381_38157,22:52:00,22:52:00,000000044700001,22,,3,3,,
78014_02_381_38157,22:54:00,22:54:00,000000000600003,23,,3,3,,
78014_01_385_38158,22:57:00,22:57:00,000000051600003,36,,0,0,,
78014_01_385_38158,22:59:00,22:59:00,000000007100001,37,,3,3,,
78014_01_385_38158,23:00:00,23:00:00,000000010700001,38,,3,3,,
78014_01_385_38158,23:00:00,23:00:00,000000043400001,39,,3,3,,
78014_01_385_38158,23:01:00,23:01:00,000000037800001,40,,3,3,,
78014_01_385_38158,23:02:00,23:02:00,000000007800001,41,,3,3,,
78014_01_385_38158,23:03:00,23:03:00,000000040100001,42,,3,3,,
78014_01_385_38158,23:05:00,23:05:00,000000040000001,43,,3,3,,
78014_01_385_38158,23:06:00,23:06:00,000000020700001,44,,3,3,,
78014_01_385_38158,23:07:00,23:07:00,000000046700001,45,,3,3,,
78014_01_385_38158,23:07:00,23:07:00,000000044700001,46,,3,3,,
78014_01_385_38158,23:09:00,23:09:00,000000000600003,47,,3,3,,
78014_01_385_38158,23:10:00,23:10:00,000000039100003,48,,3,3,,
78014_01_385_38158,23:12:00,23:12:00,000000021400002,49,,3,3,,
78014_03_391_38159,23:12:00,23:12:00,000000051600003,12,,0,0,,
78014_03_391_38159,23:14:00,23:14:00,000000007100001,13,,3,3,,
78014_03_391_38159,23:15:00,23:15:00,000000010700001,14,,3,3,,
78014_03_391_38159,23:15:00,23:15:00,000000043400001,15,,3,3,,
78014_03_391_38159,23:16:00,23:16:00,000000037800001,16,,3,3,,
78014_03_391_38159,23:17:00,23:17:00,000000007800001,17,,3,3,,
78014_03_391_38159,23:18:00,23:18:00,000000040100001,18,,3,3,,
78014_03_391_38159,23:20:00,23:20:00,000000040000001,19,,3,3,,
78014_03_391_38159,23:21:00,23:21:00,000000020700001,20,,3,3,,
78014_03_391_38159,23:22:00,23:22:00,000000046700001,21,,3,3,,
78014_03_391_38159,23:22:00,23:22:00,000000044700001,22,,3,3,,
78014_03_391_38159,23:24:00,23:24:00,000000000600003,23,,3,3,,
78014_03_391_38159,23:25:00,23:25:00,000000039100003,24,,3,3,,
78014_03_391_38159,23:27:00,23:27:00,000000021400002,25,,3,3,,
78014_02_397_38160,23:27:00,23:27:00,000000051600003,36,,0,0,,
78014_02_397_38160,23:29:00,23:29:00,000000007100001,37,,3,3,,
78014_02_397_38160,23:30:00,23:30:00,000000010700001,38,,3,3,,
78014_02_397_38160,23:30:00,23:30:00,000000043400001,39,,3,3,,
78014_02_397_38160,23:31:00,23:31:00,000000037800001,40,,3,3,,
78014_02_397_38160,23:32:00,23:32:00,000000007800001,41,,3,3,,
78014_02_397_38160,23:33:00,23:33:00,000000040100001,42,,3,3,,
78014_02_397_38160,23:35:00,23:35:00,000000040000001,43,,3,3,,
78014_02_397_38160,23:36:00,23:36:00,000000020700001,44,,3,3,,
78014_02_397_38160,23:37:00,23:37:00,000000046700001,45,,3,3,,
78014_02_397_38160,23:37:00,23:37:00,000000044700001,46,,3,3,,
78014_02_397_38160,23:39:00,23:39:00,000000000600003,47,,3,3,,
78014_02_397_38160,23:40:00,23:40:00,000000039100003,48,,3,3,,
78014_02_397_38160,23:42:00,23:42:00,000000021400002,49,,3,3,,
78014_04_401_38161,23:42:00,23:42:00,000000051600003,12,,0,0,,
78014_04_401_38161,23:44:00,23:44:00,000000007100001,13,,3,3,,
78014_04_401_38161,23:45:00,23:45:00,000000010700001,14,,3,3,,
78014_04_401_38161,23:45:00,23:45:00,000000043400001,15,,3,3,,
78014_04_401_38161,23:46:00,23:46:00,000000037800001,16,,3,3,,
78014_04_401_38161,23:47:00,23:47:00,000000007800001,17,,3,3,,
78014_04_401_38161,23:48:00,23:48:00,000000040100001,18,,3,3,,
78014_04_401_38161,23:50:00,23:50:00,000000040000001,19,,3,3,,
78014_04_401_38161,23:51:00,23:51:00,000000020700001,20,,3,3,,
78014_04_401_38161,23:52:00,23:52:00,000000046700001,21,,3,3,,
78014_04_401_38161,23:52:00,23:52:00,000000044700001,22,,3,3,,
78014_04_401_38161,23:54:00,23:54:00,000000000600003,23,,3,3,,
78014_04_401_38161,23:55:00,23:55:00,000000039100003,24,,3,3,,
78014_04_401_38161,23:57:00,23:57:00,000000021400002,25,,3,3,,
78014_01_6_38162,04:23:00,04:23:00,000000021400001,8,,3,3,,
78014_01_6_38162,04:25:00,04:25:00,000000039100004,9,,3,3,,
78014_01_6_38162,04:26:00,04:26:00,000000000600004,10,,3,3,,
78014_01_6_38162,04:28:00,04:28:00,000000044700002,11,,3,3,,
78014_01_6_38162,04:29:00,04:29:00,000000046700002,12,,3,3,,
78014_01_6_38162,04:30:00,04:30:00,000000020700002,13,,3,3,,
78014_01_6_38162,04:30:00,04:30:00,000000040000002,14,,3,3,,
78014_01_6_38162,04:32:00,04:32:00,000000040100002,15,,3,3,,
78014_01_6_38162,04:33:00,04:33:00,000000007800002,16,,3,3,,
78014_01_6_38162,04:34:00,04:34:00,000000037800002,17,,3,3,,
78014_01_6_38162,04:35:00,04:35:00,000000043400002,18,,3,3,,
78014_01_6_38162,04:36:00,04:36:00,000000010700002,19,,3,3,,
78014_01_6_38162,04:37:00,04:37:00,000000007100002,20,,3,3,,
78014_01_6_38162,04:38:00,04:38:00,000000051600004,21,,0,0,,
78014_05_12_38163,04:38:00,04:38:00,000000021400001,8,,3,3,,
78014_05_12_38163,04:40:00,04:40:00,000000039100004,9,,3,3,,
78014_05_12_38163,04:41:00,04:41:00,000000000600004,10,,3,3,,
78014_05_12_38163,04:43:00,04:43:00,000000044700002,11,,3,3,,
78014_05_12_38163,04:44:00,04:44:00,000000046700002,12,,3,3,,
78014_05_12_38163,04:45:00,04:45:00,000000020700002,13,,3,3,,
78014_05_12_38163,04:45:00,04:45:00,000000040000002,14,,3,3,,
78014_05_12_38163,04:47:00,04:47:00,000000040100002,15,,3,3,,
78014_05_12_38163,04:48:00,04:48:00,000000007800002,16,,3,3,,
78014_05_12_38163,04:49:00,04:49:00,000000037800002,17,,3,3,,
78014_05_12_38163,04:50:00,04:50:00,000000043400002,18,,3,3,,
78014_05_12_38163,04:51:00,04:51:00,000000010700002,19,,3,3,,
78014_05_12_38163,04:52:00,04:52:00,000000007100002,20,,3,3,,
78014_05_12_38163,04:53:00,04:53:00,000000051600004,21,,0,0,,
78014_02_18_38164,04:56:00,04:56:00,000000000600004,0,,3,3,,
78014_02_18_38164,04:58:00,04:58:00,000000044700002,1,,3,3,,
78014_02_18_38164,04:59:00,04:59:00,000000046700002,2,,3,3,,
78014_02_18_38164,05:00:00,05:00:00,000000020700002,3,,3,3,,
78014_02_18_38164,05:00:00,05:00:00,000000040000002,4,,3,3,,
78014_02_18_38164,05:02:00,05:02:00,000000040100002,5,,3,3,,
78014_02_18_38164,05:03:00,05:03:00,000000007800002,6,,3,3,,
78014_02_18_38164,05:04:00,05:04:00,000000037800002,7,,3,3,,
78014_02_18_38164,05:05:00,05:05:00,000000043400002,8,,3,3,,
78014_02_18_38164,05:06:00,05:06:00,000000010700002,9,,3,3,,
78014_02_18_38164,05:07:00,05:07:00,000000007100002,10,,3,3,,
78014_02_18_38164,05:08:00,05:08:00,000000051600004,11,,0,0,,
78014_01_20_38165,05:11:00,05:11:00,000000000600004,34,,3,3,,
78014_01_20_38165,05:13:00,05:13:00,000000044700002,35,,3,3,,
78014_01_20_38165,05:14:00,05:14:00,000000046700002,36,,3,3,,
78014_01_20_38165,05:15:00,05:15:00,000000020700002,37,,3,3,,
78014_01_20_38165,05:15:00,05:15:00,000000040000002,38,,3,3,,
78014_01_20_38165,05:17:00,05:17:00,000000040100002,39,,3,3,,
78014_01_20_38165,05:18:00,05:18:00,000000007800002,40,,3,3,,
78014_01_20_38165,05:19:00,05:19:00,000000037800002,41,,3,3,,
78014_01_20_38165,05:20:00,05:20:00,000000043400002,42,,3,3,,
