route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
80986,Soboty_2,80986_03_49_28602,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_02_61_28603,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_01_71_28604,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_03_83_28605,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_02_97_28606,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_01_109_28607,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_03_123_28608,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_02_135_28609,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_01_149_28610,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_03_157_28611,Cintorín Petržalka,,0,,AUT_00321,1,
80986,Soboty_2,80986_02_167_28612,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_01_179_28613,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_03_187_28614,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_02_191_28615,Cintorín Petržalka,,0,,AUT_00321,1,
80986,Soboty_2,80986_01_195_28616,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_03_201_28617,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_02_205_28618,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_01_209_28619,Cintorín Petržalka,,0,,AUT_00321,1,
80986,Soboty_2,80986_03_213_28620,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_02_217_28621,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_01_221_28622,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_03_225_28623,Cintorín Petržalka,,0,,AUT_00321,1,
80986,Soboty_2,80986_02_229_28624,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_01_233_28625,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_03_237_28626,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_02_241_28627,Cintorín Petržalka,,0,,AUT_00321,1,
80986,Soboty_2,80986_01_245_28628,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_03_249_28629,Kapitulský dvor,,0,,AUT_00319,1,
80986,Soboty_2,80986_02_253_28630,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_01_259_28631,Cintorín Petržalka,,0,,AUT_00321,1,
80986,Soboty_2,80986_03_265_28632,Nesto,,0,,AUT_00320,1,
80986,Soboty_2,80986_02_271_28633,Kapitulský dvor,,0,,AUT_00319,1,
